rel_type,child_part_num,parent_part_num
P,93060pr0005,93060
P,3626cpr9979,3626c
P,18675pr0007,18675
P,973c27h03pr3485,973c27h03
B,65505f,65505
P,60581pr0003,60581
P,87079pr0119,87079
P,87079pr0120,87079
P,93587pr0009,93587
P,93591pr0021,93591
P,60581pr0001,60581
P,87079pr0117,87079
P,87079pr0118,87079
P,93587pr0010,93587
P,93273pr0009,93273
P,93273pr0010,93273
P,3004pr0024,3004
P,3678bpr0059,3678b
P,60581pr0004,60581
P,30261pr0002,30261
P,2431pr0092,2431
P,93273pr0011,93273
P,93273pr0012,93273
P,26603pr0003,26603
P,60581pr0005,60581
P,2431pr0098,2431
P,2431pr0099,2431
P,87079pr0123,87079
P,93587pr0011,93587
P,87079pr0125,87079
P,87079pr0127,87079
P,87079pr0128,87079
P,87079pr0129,87079
P,93587pr0012,93587
P,93591pr0023,93591
P,3068bpr0333,3068b
P,60581pr0006,60581
P,30925pr0003,30925
P,87079pr0133,87079
P,93587pr0014,93587
P,15625pr0010,15625
P,30925pr0006,30925
P,87079pr0131,87079
P,87079pr0132,87079
P,93587pr0015,93587
P,93591pr0013,93591
P,87079pr0134,87079
P,15627pr0015,15627
P,2431pr0100,2431
P,87079pr0130,87079
P,93273pr0005,93273
P,3009pr0012,3009
P,3068bpr0341,3068b
P,3010pr0018,3010
P,10202pr0002,10202
P,10202pr0003,10202
P,30925pr0005,30925
P,87079pr0087,87079
P,87079pr0086,87079
P,93587pr0016,93587
P,93591pr0024,93591
P,30261pr0003,30261
B,86057,64800pb01c02f
P,87079pr0092,87079
P,93587pr0017,93587
P,15625pr0011,15625
P,30841pr0008,30841
P,30841pr0010,30841
P,30841pr0012,30841
P,30841pr0011,30841
P,30841pr0009,30841
P,30841pr0001,30841
P,3037pr0002,3037
P,3626cpr2224,3626c
P,973c27h03pr3443,973c27h03
P,973c27h03pr3286,973c27h03
P,973c27h03pr3291,973c27h03
P,973c27h03pr2795,973c27h03
P,973c27h03pr2772,973c27h03
P,973c27h03pr2767,973c27h03
P,973c27h03pr2681,973c27h03
P,973c27h03pr2698,973c27h03
P,973c27h03pr2699,973c27h03
A,973c27h03pr2698,973c27h03pr2699
P,973c27h03pr2577,973c27h03
P,973c27h03pr2384,973c27h03
P,973c27h03pr2306,973c27h03
P,973c27h03pr2309,973c27h03
P,15068pr0010,15068
P,2654pr0012,2654
P,3068bpr9467,3068b
P,3069bpr0197,3069b
P,14769pr1074,14769
P,3068bpr0313,3068b
P,3068bpr0311,3068b
P,14769pr1064,14769
P,3068bpr0339,3068b
P,3068bpr0337,3068b
P,3068bpr0327,3068b
P,3068bpr0326,3068b
P,3068bpr0319,3068b
P,2446pr0006,2446
P,2446pr0007,2446
P,973c27h03pr4072,973c27h03
P,3678bpr0007,3678b
P,2528pr0010,2528
P,973c27h03pr3009,973c27h03
P,3626cpr2189,3626c
P,3068bpr9431,3068b
P,3626cpr2190,3626c
P,4162pr9997,4162
P,3626cpr2191,3626c
P,90638pr0020,90638
P,21561pr0033,21561
P,98138pr0077,98138
P,92198pr0119,92198
P,87079pr0231,87079
M,777pr0008,776pr0008
P,35700pr0005,35700
P,3626cpr2238,3626c
P,3626cpr2237,3626c
P,86996pr0001,86996
P,100588pat0001pr0001,100588pat0001
P,3626cpr2228,3626c
P,3626cpr2229,3626c
P,3068bpr0332,3068b
P,3626cpr2193,3626c
P,3960pr0054,3960
T,973c36h36,973c00
B,3070bpr0022,67211
B,65505e,65505
P,3622pr0037,3622
T,27062pat0002,27062
P,20381c01pr0111,20381
P,20381c01pr0119,20381
P,92198pr0120,92198
P,57895pr0013,57895
P,3068bpr0336,3068b
P,15875c01pr0118,15875
T,upn0074c01,upn0074
P,3626cpr2322,3626c
P,92198pr0154,92198
M,61054,50898
M,89651,50898
T,759528c02,759528c00
M,62386,32475
P,11217pr0141,11217
P,3024pr0011,3024
P,3024pr0012,3024
P,16925c01pr0115,16925
P,26079pr0001,26079
R,30254,71610
P,30367cpr1011,30367c
P,30361cpr1011,30361c
P,3001pr1005,3001
P,93606pr0003,93606
P,3069bpr0206,3069b
P,973c27h03pr4217,973c27h03
P,15875c01pr0114,15875
P,15627pr0014,15627
P,92198pr0112,92198
P,14769pr1075,14769
P,3626cpr2255,3626c
P,973c27h03pr2316,973c27h03
P,2431pr0102,2431
P,45677pr0005,45677
P,26603pr0004,26603
P,26603pr0005,26603
P,11203pr0002,11203
P,3626cpr9956,3626c
P,16925c01pr0108,16925
P,16925c01pr0109,16925
T,973c28h08,973c00
P,16925c01pr0111,16925
P,16925c01pr0113,16925
P,16925c01pr0112,16925
P,16925c01pr0116,16925
P,3626cpr2373,3626c
P,973c08h27pr0270,973c08h27
P,3068bpr0344,3068b
P,973c14h14pr4019,973c14h14
P,3626cpr2267,3626c
P,973c27h03pr2004,973c27h03
P,14769pr1080,14769
P,22385pr0092,22385
T,45493pat0001,45493
R,45493,clikupn0001pr0001
R,45493,clikupn0001pr0006
P,18922pr0002,18922
P,28631pr0002,28631
P,28631pr0003,28631
P,776pr0001,776
P,3437pr0061,3437
P,3626cpr2223,3626c
P,98138pr0061,98138
P,3626cpr2262,3626c
P,3626cpr2283,3626c
T,973c28h22,973c00
P,973c22h22pr3021,973c22h22
P,14769pr1081,14769
P,22385pr0095,22385
P,3626cpr2286,3626c
P,3626cpr2288,3626c
P,3626cpr2291,3626c
P,973c22h03pr3162,973c22h03
P,973c22h03pr2955,973c22h03
P,3070bpr0181,3070b
P,87621pr0002,87621
P,973c34h34pr3022,973c34h34
P,973c27h27pr3019,973c27h27
P,973c28h28pr3023,973c28h28
P,973c01h01pr4785,973c01h01
A,973c03h03pr9828,973c03h03pr0052
P,973c03h03pr9828,973c03h03
P,87079pr0142,87079
P,3068bpr0338,3068b
P,17485pr0003,17485
P,22385pr0096,22385
P,22385pr0097,22385
P,3678bpr0062,3678b
P,22385pr0091,22385
P,32627pr0001,32627
P,22385pr0075,22385
P,22385pr0077,22385
P,22385pr0078,22385
P,22385pr0079,22385
P,22385pr0080,22385
P,22385pr0081,22385
P,22385pr0082,22385
P,22385pr0083,22385
P,3010pr9996,3010
P,87079pr9998,87079
P,3010pr9997,3010
P,98138pr0310,98138
P,3626cpr2258,3626c
P,3626cpr2382,3626c
P,3068bpr0335,3068b
P,2431pr0083,2431
P,2431pr0101,2431
T,28587pat0004,28587
T,28587pat0003,28587
T,28587pat0002,28587
T,28587pat0001,28587
P,31213pr0013,31213
P,31213pr0008,31213
P,31213pr0015,31213
P,10314pr0001,10314
P,22385pr0084,22385
P,6474pr0005,6474
A,75115pr0024a,75115pr0024
T,23989pat0005,23989
P,973c27h03pr5216,973c27h03
P,24179pr0001,24179
P,1085pr0005,1085
P,3299pr0001,3299
P,87079pr0140,87079
P,87079pr0141,87079
P,93591pr0025,93591
P,87079pr0137,87079
P,87079pr0138,87079
P,30838pr0005,30838
P,3069bpr0193,3069b
P,14769pr1077,14769
P,3005pr0014,3005
P,92198pr0116,92198
P,92198pr0114,92198
P,14769pr1076,14769
P,30367cpr1013,30367c
P,92198pr0117,92198
P,75902pr0010,75902
P,3626cpr2315,3626c
P,3626cpr2316,3626c
P,3626cpr2317,3626c
P,3626cpr2321,3626c
P,3068bpr9430,3068b
P,3626cpr2354,3626c
P,973c27h03pr3580,973c27h03
P,973c27h03pr2965,973c27h03
P,98138pr0315,98138
P,92198pr0115,92198
P,92198pr0121,92198
P,92198pr0106,92198
P,3626cpr9888,3626c
P,26603pr0102,26603
P,3626cpr9977,3626c
P,3626cpr9967,3626c
P,98220pr0004,98220
P,3626cpr0020,3626c
P,98220pr0006,98220
P,3626cpr0022,3626c
T,27328pat0002,27328
T,27328pat0001,27328
P,98220pr0005,98220
T,51342pat0014,51342
P,3626cpr2318,3626c
P,3626cpr2319,3626c
P,3626cpr2368,3626c
P,3626cpr9658,3626c
P,26603pr9969,26603
P,3626cpr2384,3626c
P,973c27h01pr4203,973c27h01
P,30144pr0143,30144
P,3068bpr0345,3068b
P,3626cpr2369,3626c
P,14769pr1253,14769
P,3626cpr2383,3626c
P,4162pr9996,4162
P,3626cpr2385,3626c
P,80686pr0003,80686
P,3068bpr9941,3068b
P,30599pr0007,30599
P,76371pr9988,76371
P,3626cpr2386,3626c
P,3626cpr2390,3626c
P,75902pr0003,75902
P,93560pr0002,93560
R,722,721
P,3626cpr2285,3626c
P,3626cpr2370,3626c
P,3626cpr2280,3626c
P,3626cpr2352,3626c
P,32533pr0175,32533
B,3070bpr9918,101654
P,3626cpr2396,3626c
P,98388pr0009,98388
P,18675pr0011,18675
P,60581pr0007,60581
P,3626cpr2232,3626c
P,3626cpr2233,3626c
P,1085pr0006,1085
P,3626cpr9971,3626c
R,3135,3136
P,3626cpr2375,3626c
P,3626cpr2376,3626c
P,1085pr0007,1085
P,1085pr0008,1085
P,3626cpr2393,3626c
P,973c01h01pr0360,973c01h01
P,973c01h01pr2006,973c01h01
P,18675pr0014,18675
P,20953pr0002,20953
P,58181pr0003,58181
P,14769pr0158,14769
P,3626cpr2388,3626c
P,66855pr0006,66855
P,3626cpr2389,3626c
P,3626cpr2391,3626c
P,3626cpr2392,3626c
P,973c01h01pr1759,973c01h01
P,30370pr0009,30370
P,18675pr0013,18675
P,47543pr0003,47543
P,41759pr0007,41759
P,3626cpr2398,3626c
P,973c01h01pr1449,973c01h01
P,973c01h01pr2183,973c01h01
P,11203pr0004,11203
P,3626cpr2379,3626c
P,3626cpr9657,3626c
M,76371pr9988,4066pr0002
A,973c01h01pr1758,973c01h01pr2183
P,3626cpr2397,3626c
B,3070bpr9928,101654
P,41759pr0008,41759
P,973c01h01pr0053,973c01h01
P,973c03h03pr9874,973c03h03
P,30144pr0153,30144
P,973c28h01pr9853,973c28h01
P,973c28h01pr4794,973c28h01
A,49294,44772
P,3069bpr0307,3069b
P,3626cpr2399,3626c
P,973c28h01pr1363,973c28h01
P,973c28h01pr0118,973c28h01
P,3069bpr0207,3069b
P,12895pr0003,12895
P,3068bpr0290,3068b
P,973c28h01pr1460,973c28h01
P,973c28h01pr0017,973c28h01
P,3626cpr2227,3626c
P,970c03pr0001,970c03
P,973c28h01pr4511,973c28h01
P,15068pr0022,15068
P,15068pr0021,15068
P,973c28h01pr2538,973c28h01
P,3001pr1020,3001
P,12891pr0002,12891
P,3626cpr2034,3626c
P,3626cpr2043,3626c
P,973c01h03pr2847,973c01h03
P,970c11pr0244,970c11
P,3626cpr2394,3626c
B,3070bpr9932,101653
P,30144pr9028,30144
P,3001pr1015,3001
P,14769pr1104,14769
P,3626cpr2597,3626c
P,14769pr1082,14769
P,3068bpr0340,3068b
P,3626cpr2298,3626c
B,3070bpr9913,101655
P,970l32r01pr1261,970l32r01
P,98102pr0001,98102
P,87079pr0146,87079
P,87079pr0135,87079
P,26603pr0011,26603
P,3068bpr0347,3068b
P,3070bpr0168,3070b
P,57895pr0014,57895
P,60601pr0002,60601
P,60601pr0003,60601
R,34337,3641
R,34337,3139
R,34337,59895
R,34337,4084
R,34337,87414
P,30839pr0001,30839
P,30839pr0004,30839
P,3626cpr2330,3626c
T,upn0466c01,upn0466
P,3626cpr2331,3626c
P,3626cpr2332,3626c
P,3626cpr2333,3626c
P,970c24pr1001,970c24
P,3626cpr2334,3626c
P,3626cpr2343,3626c
P,60234pr0001,60234
P,3626cpr2336,3626c
P,3626cpr2349,3626c
P,3626cpr2346,3626c
P,3626cpr2350,3626c
P,3626cpr2347,3626c
P,3626cpr2351,3626c
A,49294,15038
P,2187pr0002,2187
P,3626cpr2335,3626c
P,92198pr0200,92198
P,970c03pr0040,970c03
P,970c28pr0034,970c28
P,3626cpr2341,3626c
P,14769pr1261,14769
P,3626cpr2344,3626c
P,3384pr0003,3384
P,6180pr0030,6180
P,3626cpr2338,3626c
P,3626cpr2342,3626c
P,24299pr0001,24299
P,3626cpr2345,3626c
P,3626cpr2328,3626c
P,92198pr0201,92198
P,3626cpr2329,3626c
P,30372pr0003,30372
P,10312pr0006,10312
P,19212pr0001,19212
P,3069bpr9998,3069b
P,98138pr0079,98138
P,30839pr0002,30839
P,3069bpr0176,3069b
P,973c27h03pr2265,973c27h03
P,973c27h03pr2223,973c27h03
P,973c27h03pr2008,973c27h03
P,973c27h03pr2014,973c27h03
P,973c27h03pr2097,973c27h03
P,973c27h03pr2160,973c27h03
P,973c27h03pr1986,973c27h03
P,973c27h03pr1762,973c27h03
P,973c27h03pr1748,973c27h03
P,973c27h03pr1746,973c27h03
P,973c27h03pr1729,973c27h03
P,973c27h03pr1568,973c27h03
P,973c27h03pr1603,973c27h03
P,973c27h03pr1610,973c27h03
P,973c27h03pr1501,973c27h03
P,973c27h03pr1403,973c27h03
P,973c27h03pr1389,973c27h03
P,973c27h03pr1362,973c27h03
P,20398pr0002,20398
P,3068bpr0343,3068b
P,24087pr0001,24087
P,26603pr0009,26603
P,75902pr0012,75902
P,3626cpr2307,3626c
P,3626cpr2308,3626c
P,92198pr0357,92198
P,970c17pr0004,970c17
P,973c01h01pr9702,973c01h01
P,973c01h01pr2024,973c01h01
P,3960pr0026,3960
P,3004pr0096,3004
P,20952pr0048,20952
P,88930pr0013,88930
P,18675pr0012,18675
P,92198pr0202,92198
P,29096pr0001,29096
A,3010apr0008,3010apr0003
M,3010apr0003,3010apr0009
R,45493,clikupn0001pr0003
P,98138pr0066,98138
P,98138pr9998,98138
P,15068pr0019,15068
P,2431pr0425,2431
P,2431pr0424,2431
P,4162pr0147,4162
P,4162pr0148,4162
P,4162pr0149,4162
P,4162pr0150,4162
P,4162pr0151,4162
P,4162pr0142,4162
P,4162pr0143,4162
P,4162pr0144,4162
P,4162pr0145,4162
P,4162pr0146,4162
P,30165pr0001,30165
P,776pr0003,776
P,2431pr0006,2431
P,14769pr0015,14769
P,11603pr0003,11603
P,3004pr0034,3004
P,24093pr0014,24093
P,3068bpr0369,3068b
P,973c01h01pr2546,973c01h01
P,973c01h01pr1758,973c01h01
P,26603pr0010,26603
P,4198pr9982,4198
P,41970pr0014,41970
P,47440c01pr0003,47440c01
P,3623pr0021,3623
P,3622pr0030,3622
P,4066pr0073,4066
P,31111pr9989,31111
P,98138pr0096,98138
P,98224pr0004,98224
P,11344pr0010,11344
P,3437pr9991,3437
P,3437pr0053,3437
P,4066pr0007,4066
P,4066pr0008,4066
P,2300pr0011,2300
P,2291pr0003,2291
P,4066pr0010,4066
P,51547pr0008,51547
P,2431pr0128,2431
P,3664pr0002,3664
P,3664pr0004,3664
P,31110pr0012,31110
P,31110pr0032,31110
P,3004pr0040,3004
R,3982,2312c02
P,3069bpr0244,3069b
P,31111pr9999,31111
P,970c01pr0003,970c01
P,14769pr1255,14769
P,42025pr9998,42025
P,3664pr9995,3664
R,dupupn0017,4883c02
P,51725pr0003,51725
P,51725pr0006,51725
P,14222pr0017,14222
A,2292c03,2292c01
P,2300pr0002,2300
P,31193pr0008,31193
P,4890pr0001,4890
P,1021Apr0018,1021A
A,4009pr0002,4009pr0001
A,61649,2332
P,4066pr0022,4066
P,4066pr0025,4066
R,dupupn0021pr0001,4883c02
R,dupupn0021pr0001,11248c02
P,4066pr0027,4066
P,3626cpr9974,3626c
P,4066pr0029,4066
P,3626cpr9846,3626c
P,1021Apr0027,1021A
P,4066pr0231,4066
B,3070bpr9952,83087
A,73572c03,73572c02
P,4066pr0036,4066
P,3626bpr0485,3626b
P,31213pr9991,31213
P,4066pr0038,4066
P,31111pr9998,31111
P,3011pr0016,3011
P,41970pr0004,41970
P,3626cpr9955,3626c
P,42025pr9997,42025
P,3003pr0173,3003
A,6418b,6418a
R,6418a,6416c03pr0001
P,3068bpr0662,3068b
P,47423pr0005,47423
P,3437pr0007,3437
P,6474pr9975,6474
P,75084pr0001,75084
P,3070bpr9973,3070b
P,4066pr0039,4066
P,88930pr0022,88930
A,2218c05pr0002,2218c05pr0001
P,25269pr0008,25269
R,45493,clikupn0001pr0005
A,2299c03pr0001,2299c01pr0001
A,6465c01,6465c02
R,6470,6461
P,4066pr0041,4066
A,6462c01,6462
A,6483pr0002,6483pr0001
P,dupupn0018pr0001,dupupn0018
P,3010pr0047,3010
P,3010pr0050,3010
P,19729pr0020,19729
P,19729pr0015,19729
P,87079pr0102,87079
P,3070bpr0187,3070b
P,3068bpr0379,3068b
P,3068bpr0380,3068b
P,3010pr0051,3010
P,3068bpr0381,3068b
P,31000pr0025,31000
P,970c03pr0004,970c03
P,6505c01pr0002,6505c01
P,970c01pr0532,970c01
P,4066pr0042,4066
A,dupupn0013c01pr0001,dupupn0013c02pr0001
A,2218c03,2218c01
A,2218c03,2218c02
A,2218c03,2218c04
P,973c27h03pr1812,973c27h03
A,dupupn0013c03pr0001,dupupn0013c01pr0001
P,2210pr0001,2210
P,2218c03pr0001,2218c03
P,3070bpr0023,3070b
P,74201c01pr0001,74201c01
P,4066pr0043,4066
P,1085pr0011,1085
P,4066pr0044,4066
P,4066pr0045,4066
B,3070bpr0024,67211
R,15446,2446
P,14769pr1113,14769
P,3010pr0048,3010
P,3010pr0049,3010
P,3069bpr0243,3069b
P,63864pr0019,63864
P,87079pr0169,87079
P,3626cpr2686,3626c
P,3626cpr2689,3626c
B,973pas,973c27h27pr1434
P,3960pr9996,3960
P,27507pr0002,27507
P,3070bpr0025,3070b
P,26603pr0016,26603
P,3626cpr2718,3626c
P,92198pr0360,92198
P,3626cpr2719,3626c
R,41805,93560
P,3626cpr2712,3626c
P,3626cpr2713,3626c
P,3626cpr2714,3626c
P,14769pr1247,14769
P,973c01h01pr2977,973c01h01
A,4555c05pr0004,4555c05pr0001
P,3068bpr0383,3068b
P,973c01h01pr3222,973c01h01
R,87079pr0117,87079pr0118
P,3069bpr0223,3069b
P,32474pr1016,32474
A,44198c02,44198c01
P,3437pr0009,3437
P,3437pr9996,3437
P,3622pr0069,3622
P,3437pr0019,3437
P,60235pr0001,60235
P,3437pr9998,3437
P,26603pr9968,26603
P,75721pr0001,75721
P,45896pr0006,45896
P,45896pr0005,45896
P,45896pr0004,45896
P,45896pr0003,45896
P,45896pr0009,45896
P,45896pr0002,45896
R,31321,31320c01
A,75115pr0025,75115pr0009
B,3070bpr9925,101654
P,31111pr9996,31111
P,973c27h03pr1359,973c27h03
R,69909,41896
A,4555c02pr0007,4555c02pr0048
P,3069bpr0224,3069b
P,30367cpr0005,30367c
P,30367cpr1016,30367c
P,3626cpr2606,3626c
P,973c22h22pr3448,973c22h22
P,3069bpr0232,3069b
P,973c27h03pr0520,973c27h03
A,31507c01,31300c03
P,3626cpr2641,3626c
P,3626cpr2642,3626c
P,3626cpr2643,3626c
P,3626cpr2644,3626c
P,3626cpr2645,3626c
P,3626cpr2646,3626c
P,3626cpr3261,3626c
P,3626cpr2648,3626c
P,3626cpr2649,3626c
P,3626cpr2650,3626c
P,3626cpr2651,3626c
P,3626cpr2652,3626c
P,3626cpr2653,3626c
P,3626cpr2654,3626c
P,3626cpr2655,3626c
P,3626cpr2656,3626c
P,3626cpr2657,3626c
P,3626cpr2658,3626c
P,3626cpr2659,3626c
P,3626cpr2660,3626c
P,3626cpr2661,3626c
B,3070bpr9927,101651
P,3070bpr9853,3070b
P,65196pr0003,65196
P,65474pr0002,65474
P,92198pr0203,92198
P,92198pr0204,92198
P,973c01h01pr4925,973c01h01
P,1085pr0012,1085
P,973c01h01pr5137,973c01h01
A,4555c02pr0008,4555c02pr0046
P,973c01h01pr5299,973c01h01
P,973c01h01pr4690,973c01h01
P,973c01h01pr5080,973c01h01
P,973c01h01pr2327,973c01h01
P,973c01h01pr1547,973c01h01
P,973c27h03pr1586,973c27h03
P,973c01h01pr0806,973c01h01
P,973c01h01pr2852,973c01h01
P,973c01h01pr2419,973c01h01
P,973c01h01pr9955,973c01h01
R,61649,98459
A,4555c03pr0021,4555c03pr0016
P,973c27h03pr0003,973c27h03
P,98138pr0094,98138
P,98138pr0095,98138
P,92081pr0227,92081
P,13786pr0006,13786
P,24093pr0017,24093
P,26603pr0017,26603
P,89801pr1003,89801
P,3069bpr0237,3069b
P,36036pr0008,36036
P,90508pr0002,90508
P,36036pr0007,36036
P,92084pr0005,92084
P,30144pr9980,30144
P,36036pr0009,36036
P,4066pr0046,4066
M,49153,2460
P,4066pr0047,4066
B,44198,44198c03
P,4066pr0048,4066
P,92198pr0215,92198
B,3070bpr9954,83087
P,98138pr0097,98138
P,3626cpr2674,3626c
P,28649pr0361,28649
P,973c01h01pr2823,973c01h01
P,973c27h01pr2231,973c27h01
P,3626cpr2640,3626c
P,973c01h01pr0083,973c01h01
P,973c03h03pr1898,973c03h03
P,1085pr0013,1085
P,3960pr0042,3960
P,65196pr0006,65196
B,3070bpr0023,67211
P,2218c04pr0002,2218c04
P,4066pr0049,4066
P,41879apr0005,41879a
P,41879apr0016,41879a
P,14769pr1246,14769
P,98138pr9975,98138
P,3004pr0098,3004
P,39381pr0001,39381
R,31226pr0001,31228
R,31230,31229pr0001
P,4066pr0050,4066
P,4066pr0051,4066
A,31226pr0002,31226pr0001
P,4066pr0052,4066
P,4066pr0053,4066
P,1021Apr0185,1021A
P,4066pr0054,4066
P,3626cpr2246,3626c
P,dupupn0021pr0001,dupupn0021
P,dupupn0017pr0001,dupupn0017
P,dupupn0017pr0002,dupupn0017
P,1043Apr0026,1043A
P,dupupn0017pr0003,dupupn0017
P,1043Apr0028,1043A
P,4066pr0055,4066
P,4066pr0056,4066
P,3626cpr1768,3626c
P,4066pr0057,4066
P,3626cpr1242,3626c
P,3626cpr9887,3626c
P,4066pr0058,4066
P,2302pr0004,2302
P,62681pr0001,62681
R,2289,2288
R,37842,37841
R,4807,4800
A,5334c01pr0002,5334c01pr0001
A,5334c01pr0003,5334c01pr0001
A,5334c01pr0003,5334c01pr0002
P,4066pr0059,4066
P,4066pr0060,4066
P,4066pr0061,4066
R,40934pr0002,65428pr0001
A,4853c02,4853c01
P,4066pr0062,4066
R,4808,4800
P,31202c03pr0002,31202c03
P,31202c03pr0001,31202c03
P,6474pr9974,6474
P,6474pr9973,6474
B,3070bpr9956,83087
P,51547pr0006,51547
R,45493,clikupn0001pr0007
R,45493,clikupn0001pr0011
P,51547pr0012,51547
P,973c28h01pr0025,973c28h01
P,3070bpr0024,3070b
P,92453pr0001,92453
P,92453pr0002,92453
P,4544pr0001,4544
P,4544pr0002,4544
A,92453pr0002,4544pr0002
P,4544pr0003,4544
P,4544pr0004,4544
P,6407pr0001,6407
P,973c27h03pr1311,973c27h03
P,51547pr0013,51547
P,51547pr0014,51547
P,31110pr0043,31110
P,973c27h03pr1310,973c27h03
P,4066pr0270,4066
P,4066pr0273,4066
P,18857pr0002,18857
P,18857pr0001,18857
P,18857pr0003,18857
P,4066pr0275,4066
P,4066pr0274,4066
P,4066pr0276,4066
P,89398pr0001,89398
P,3437pr0024,3437
P,3437pr0018,3437
P,3437pr0027,3437
P,11170pr0002,11170
P,4066pr0098,4066
P,14769pr9998,14769
P,92002pr0001,92002
A,42274pr0002,42274pr0001
P,1043Apr0037,1043A
A,2235c02,2235c01
B,3070bpr0025,67211
P,3069bpr0265,3069b
P,6474pr9972,6474
P,6474pr9971,6474
A,4677c03,4677c01
A,4677c03,4677c02
A,31227pr0002,31227pr0001
P,31223pr0001,31223
A,51710pr0002,51710pr0001
M,92453,4544
R,dupupn0043,4800
R,4814,4812
P,6474pr9982,6474
P,4197pr0001,4197
T,6083pat0001,6083
P,34316pr0187,34316
R,95344,98374
R,95344,98374pr0001
R,95344,98374pr0002
R,95344,98374pr0003
M,4489a,4489b
R,dupupn0048,dupupn0119
P,6474pr9981,6474
P,6474pr9980,6474
P,dupupn0118pr0001,dupupn0118
P,dupupn0118pr0002,dupupn0118
P,14734pr0003,14734
P,3664pr0005,3664
P,dupupn0118pr0003,dupupn0118
B,37341d,37341
P,3961pr0006,3961
P,973c27h03pr1309,973c27h03
B,37341e,37341
B,37341b,37341
B,37341c,37341
B,37341a,37341
P,3626bpr1419,3626b
P,92198pr0343,92198
P,2545pr0002,2545
P,973c22h01pr9999,973c22h01
B,37720e,37720
B,37720a,37720
B,37720d,37720
B,37720c,37720
B,37720b,37720
P,3626cpr2671,3626c
P,3626cpr2679,3626c
A,12622c04,12622c01
P,22385pr0104,22385
P,22385pr0105,22385
P,14769pr1112,14769
P,18759pr0001,18759
P,3626cpr2639,3626c
P,92198pr0207,92198
P,15530pr0001,15530
P,4198pr9996,4198
P,4198pr9997,4198
P,1021Apr0019,1021A
P,30367cpr1017,30367c
P,973c03h03pr5420,973c03h03
P,98100pr0007,98100
P,30361cpr1014,30361c
P,36036pr0006,36036
P,4198pr9998,4198
R,45493,clikupn0001pr0002
P,4198pr9986,4198
P,92198pr0208,92198
P,dupupn0118pr0004,dupupn0118
P,dupupn0119pr0001,dupupn0119
B,3070bpr9929,101654
P,4066pr0063,4066
P,88686pr0001,88686
P,973c03h03pr5430,973c03h03
T,973c12h19,973c00
P,4198pr9989,4198
P,6309pr0094,6309
P,3010pr0052,3010
P,3010pr0054,3010
P,18759pr0002,18759
P,3039pr0022,3039
P,13548pr0001,13548
P,2431pr0133,2431
P,973c27h14pr5406,973c27h14
P,3626cpr9848,3626c
P,3626cpr9953,3626c
P,3626bpr0227,3626b
P,80326pr0021,80326
P,3011pr1017,3011
P,3011pr1019,3011
P,3626cpr2691,3626c
T,973c12h12,973c00
P,87079pr0170,87079
P,27383pr0003,27383
P,31193pr0006,31193
P,31111pr9980,31111
P,3626cpr2241,3626c
P,4066pr0065,4066
P,4066pr0066,4066
P,1021Apr0022,1021A
P,4197pr0002,4197
P,4198pr9995,4198
M,54043b,54043
B,3070bpr9915,101653
P,4066pr0067,4066
P,970c01pr0002,970c01
P,970c02pr0108,970c02
P,970c03pr0444,970c03
P,970c34pr0205,970c34
P,3626cpr0724,3626c
P,3960pr9999,3960
P,3626cpr0702,3626c
M,78132,60115
P,31110pr0047,31110
P,31110pr0050,31110
P,31110pr0068,31110
P,31110pr0051,31110
P,31110pr0044,31110
P,31110pr0065,31110
P,3664pr0010,3664
P,3437pr0002,3437
P,3437pr0022,3437
P,3437pr0086,3437
P,3437pr0028,3437
P,3437pr0020,3437
P,3437pr0026,3437
P,3437pr0030,3437
P,3437pr0035,3437
P,3437pr0049,3437
P,3437pr0044,3437
P,3437pr0062,3437
P,76371pr0101,76371
P,76371pr0121,76371
P,4066pr0064,4066
P,76371pr0031,76371
P,76371pr0102,76371
P,76371pr0114,76371
P,4066pr0002,4066
P,4066pr0003,4066
P,31110pr0048,31110
P,11344pr0004,11344
P,11344pr0003,11344
P,3011pr0001,3011
P,11197pr0003,11197
P,47408pr0002,47408
P,6309pr0058,6309
P,6309pr0059,6309
P,6309pr0060,6309
P,14222pr0005,14222
P,14222pr9997,14222
P,31110pr0046,31110
P,6474pr9997,6474
P,2302pr0010,2302
P,2302pr0003,2302
P,2302pr9999,2302
P,31213pr0024,31213
P,31213pr0003,31213
P,31213pr0025,31213
P,31213pr0031,31213
P,31213pr0022,31213
P,31213pr0021,31213
P,4198pr0013,4198
P,4198pr0016,4198
P,4198pr0015,4198
P,98224pr0002,98224
P,970c24pr2359,970c24
P,970c24pr1826,970c24
P,98225pr0002,98225
P,47423pr0008,47423
P,11345pr0001,11345
P,4066pr0280,4066
P,4066pr0278,4066
P,51704pr9996,51704
P,31213pr0028,31213
P,31213pr0023,31213
P,31213pr0019,31213
P,31213pr0016,31213
P,31213pr0027,31213
P,970c19pr1264,970c19
P,970c19pr0405,970c19
P,51704pr9997,51704
P,31110pr9988,31110
P,98225pr0001,98225
P,41970pr0009,41970
P,41970pr0008,41970
P,41970pr0010,41970
B,973pbf,973c10h21pr2382
P,970c14pat03pr2043,970c14pat03
P,31110pr0049,31110
P,31110pr0074,31110
P,31110pr0073,31110
P,31110pr0089,31110
P,31110pr0088,31110
