rel_type,child_part_num,parent_part_num
P,3626cpr1544,3626c
P,3626cpr1548,3626c
P,3626bpr0074,3626b
P,4346pr0017,4346
P,3626cpr1539,3626c
P,3626cpr1545,3626c
P,3626cpr1546,3626c
P,3005pr9968,3005
P,3626cpr1547,3626c
P,3626cpr1550,3626c
P,3626cpr1551,3626c
P,3005pr9907,3005
P,3626cpr1552,3626c
P,2437pr0004,2437
P,3626bpr0525,3626b
P,970c22pr1496,970c22
P,3039pr0001,3039
P,3626cpr0994,3626c
R,7b,3137c02
P,3626cpr1543,3626c
P,970l09r33pr1195,970l09r33
P,973c22h01pr6400,973c22h01
P,60581pr0033,60581
P,3626cpr1003,3626c
P,18154pr0001,18154
P,973c11h02pr3294,973c11h02
P,6309pr0073,6309
P,973c11h01pr4318,973c11h01
A,6228c,6228b
P,3626cpr1541,3626c
B,22910c03,22910
P,3626bpr0303,3626b
R,7039,2346
R,7039b,2346
A,30144pr0026,30144pr0025
R,7039c,2346
R,242c01,2346
A,60169,30104
P,3008apr0005,3008a
P,4150pr0040,4150
P,4346pr0001,4346
P,3068bpr0357,3068b
P,3626cpr1151,3626c
R,42716,44308
P,3960pr9976,3960
P,3010pr9967,3010
P,3626cpr1076,3626c
P,4744pr0031,4744
P,3069bpr0135,3069b
P,3626bpr0262,3626b
P,3298pr0036,3298
R,11691,98128
P,48494pr0004,48494
P,3298pr0038,3298
P,2490pr0001,2490
P,973c27h01pr0124,973c27h01
P,3626cpr1614,3626c
P,14769pr1153,14769
P,75902pr0013,75902
P,3069bpr0059,3069b
A,10312,50986
P,31110pr0159,31110
R,7039,56897
R,7039b,56897
R,7039c,56897
R,242c01,56897
R,429c02,upn0274c01
P,747c02pr0007,747
P,4066pr0171,4066
P,3626cpr1719,3626c
P,3009apr0008,3009a
T,93549pat0001,93549
P,3437pr0064,3437
P,973pb1438,3814
P,973pb0541,3814
P,3626cpr2004,3626c
P,3070bpr9931,3070b
R,429c02,upn0259c02
M,3957b,3957a
P,22385pr0012,22385
P,15429pr0004,15429
R,24093pr0005,24324
P,3626bpr0008,3626b
P,3626cpr1783,3626c
P,1022Apr0137,1022A
P,22385pr0013,22385
P,15875c01pr0025,15875
P,20381c01pr0002,20381
A,93088pr0009,93088pr0005
P,3626cpr1137,3626c
P,3626bpr0527,3626b
P,973c22h03pr2086,973c22h03
P,3004pr0006,3004
P,3068bpr9858,3068b
P,3626cpr2039,3626c
P,66857pr0005,66857
P,3062bpr0001,3062b
P,3626cpr2038,3626c
P,3626cpr2035,3626c
P,31110pr0003,31110
P,970c04pr0750,970c04
P,93604pr0008,93604
P,3069bpr0083,3069b
P,22385pr0140,22385
P,2715pr0003,2715
P,3626cpr1099,3626c
P,3626bpr0547,3626b
P,2587pr0024,2587
P,3626cpr0993,3626c
P,3626cpr1002,3626c
M,30361c,30361a
P,22385pr0114,22385
P,3626cpr1804,3626c
P,970c20pr0567,970c20
P,3626cpr2570,3626c
P,15068pr0043,15068
P,92198pr0240,92198
P,14769pr0018,14769
P,3070bpr9926,3070b
P,1022Apr0142,1022A
P,973c22h01pr5382,973c22h01
P,14769pr0019,14769
P,3626bpr0094,3626b
P,6474pr9999,6474
P,3626bpr0903,3626b
P,973c27h01pr2083,973c27h01
P,11055pr9999,11055
P,14769pr1174,14769
P,4744pr0040,4744
P,93273pr0014,93273
P,3626bpr0772,3626b
A,3003e,3003b
P,3626cpr1241,3626c
P,3008apr0014,3008a
P,64225pr0001,64225
P,50747pr0005,50747
P,3626bpr0945,3626b
P,1022Apr0150,1022A
P,3626bpr0030,3626b
P,2528pr0012,2528
T,40925pat0009,40925
P,6111pr0005,6111
P,3626cpr9841,3626c
P,88930pr0004,88930
T,60908pat0001,60908
P,3005pr9902,3005
P,87079pr0066,87079
R,792c03,3612
P,3626bpr1542,3626b
P,32533pr0631,32533
R,7039,61254
R,7039b,61254
R,7039c,61254
R,242c01,61254
P,606pr0002,606
T,93549pat0002,93549
T,93549pat0004,93549
P,65224pr0009,65224
P,3626cpr2604,3626c
P,3626cpr3298,3626c
P,3626cpr3296,3626c
P,3003pr0045,3003
P,85983pr0001,85983
P,98165pr0004,98165
P,3626cpr1230,3626c
P,970c14pr0144,970c14
P,3009pr0055,3009
P,35526pr0001,35526
P,30401pr0001,30401
P,98072pr0011,98072
P,32533pr0287,32533
P,3626bpr0750,3626b
P,3068bpr0168,3068b
P,973pb1055,3814
P,48933pr0002,48933
P,32310pr0002,32310
P,upn0244pr0002,upn0244
P,973pb0486,3814
P,973p8h,3814
P,973pq4,3814
R,59227pr0001,50108pr0001
P,98223pr0017,98223
P,970c12pr1423,970c12
P,3039pr0029,3039
P,973pbf,3814
P,973pb1004,3814
P,973p84,3814
P,4744pr0034,4744
P,973pb0378,3814
P,973pb0053,3814
P,973pb0851,3814
P,973pb0582,3814
P,973pb1017,3814
P,2345pr0002,2345
P,970c22pr0752,970c22
P,973pb1240,3814
P,973pb0107,3814
P,973pr4,3814
P,973pb1253,3814
P,4867pr0006,4867
P,973pb1302,3814
P,973pb0438,3814
P,14pr0002,14
P,973pb1444,3814
P,973pb0374,3814
P,374pr0004,374
P,973pb1431,3814
P,3626bpr0297,3626b
P,3068bpr0215,3068b
P,3626cpr0983,3626c
P,2507pr0004,2507
P,3626cpr2005,3626c
P,3068bpr9950,3068b
P,3626cpr1075,3626c
P,30117pr0001,30117
P,3009apr0027,3009a
P,3626bpr0341,3626b
P,24309pr9999,24309
P,3070bpr9930,3070b
P,3626bpr0831,3626b
P,30370pr0001,30370
P,10312pr0005,10312
P,3626bpr0768,3626b
P,60581pr0029,60581
T,93549pat0003,93549
P,98569pr0002,98569
P,30117pr0003,30117
P,3068bpr0080,3068b
R,7039,3483
R,7039b,3483
R,7039c,3483
R,242c01,3483
P,90370pr0004,90370
P,30600pr0006,30600
P,3626bpr0288,3626b
P,6309pr0139,6309
M,18031,98370
P,11260pr0002,11260
P,87079pr0003,87079
P,98165pr0003,98165
P,973pb0744,3814
R,24093pr0006,24324
P,30144pr9959,30144
P,92198pr0243,92198
P,973pb1297,3814
P,37352pr0023,37352
B,98138pr0219,77485
P,3626cpr3507,3626c
P,3626cpr3508,3626c
P,3626cpr3544,3626c
P,20381c01pr0227,20381
P,973c27h01pr6380,973c27h01
P,30387pr0001,30387
P,3005pr9931,3005
P,36187c01pr0036,36187
P,973c01h01pr9999,973c01h01
P,973c03h03pr5684,973c03h03
P,970c26pr0566,970c26
P,92198pr0265,92198
P,973c28h01pr1475,973c28h01
P,3069bpr0336,3069b
P,16925c01pr0010,16925
P,16925c01pr0162,16925
P,92198pr0267,92198
P,3626bpr0091,3626b
P,20381c01pr0232,20381
P,32171pr0019,32171
P,3626bpr0159,3626b
P,41854pr0002,41854
P,970c17pr0002,970c17
P,3626bpr0205,3626b
P,92198pr0268,92198
P,3626cpr3480,3626c
P,30361apr0002,30361a
R,792c03,3613
P,973c12h12pr0309,973c12h12
P,973g03c23h03pr4928,973g03c23h03
P,92198pr0261,92198
P,16925c01pr0160,16925
P,2490pr0015,2490
P,92198pr0269,92198
P,3068bpr0181,3068b
P,30144pr0037,30144
B,3814,973c36h01
B,3814,973c34h01
R,6016,3853
P,3626cpr1212,3626c
P,3942cpr0003,3942c
P,3626bpr0855,3626b
R,3613,3612
P,41747pr0014,41747
P,3626bpr0701,3626b
P,3626bpr0033,3626b
P,3069bpr0032,3069b
P,973c27h01pr0127,973c27h01
P,973c27h01pr0130,973c27h01
P,973c27h01pr0163,973c27h01
P,973c27h01pr3370,973c27h01
P,973c27h01pr3491,973c27h01
P,973c27h01pr0004,973c27h01
P,973c27h01pr0002,973c27h01
P,973c27h03pr5690,973c27h03
P,3069bpr0133,3069b
P,31110pr0015,31110
P,54701c01pr0001,54701c01
P,3005pr9886,3005
P,3001apr0001,3001a
P,4162pr0018,4162
P,3626cpr1556,3626c
P,3001pr0018,3001
P,31110pr0004,31110
P,50986pr0005,50986
R,43721,43720
P,3626bpr1541,3626b
P,3070bpr9928,3070b
P,99254pr0001,99254
R,7039,132a
P,30258pr0004,30258
P,98569pr0011,98569
P,4858pr0002,4858
P,4162pr0014,4162
R,3853,3855a
P,upn0141c01pr0001,upn0141c01
P,upn0141c01pr0002,upn0141c01
P,67095pr0003,67095
P,3626bpr0272,3626b
P,973pb1351,3814
P,973pb1233,3814
P,98107pr0007,98107
P,92084pr0003,92084
P,87079pr0190,87079
P,3626bpr9998,3626b
P,31110pr0005,31110
P,3626bpr0024,3626b
P,973c03h03pr5774,973c03h03
P,4066pr0142,4066
P,30474pr0006,30474
P,31110pr0006,31110
P,3626cpr3413,3626c
R,42195,18947
P,3001pr0010,3001
P,3004pr0071,3004
B,3814,973c27h01
B,3814,973c22h01
B,3814,973c34h12
B,3814,973c28h03
B,3814,973c28h01
B,3814,973c03h02
P,2715pr0002,2715
B,3814,973c27h27
B,3814,973c01h03
P,973c22h01pr6399,973c22h01
P,2431pr0081,2431
P,3004pr9965,3004
P,93273pr0003,93273
P,42022pr0009,42022
P,47759pr0003,47759
P,3004pr0018,3004
P,31213pr0018,31213
R,40375,40374
P,3678bpr0034,3678b
P,3062bpr9971,3062b
P,3069bpr0003,3069b
P,3626bpr0505,3626b
P,30602pr0015,30602
P,4066pr0240,4066
P,24093pr9999,24093
P,3068bpr0152,3068b
R,64800,86055
P,3069bpr9982,3069b
P,3626bpr0332,3626b
P,30258pr0008,30258
R,64800,86056
P,15535pr0002,15535
P,3626bpr0293,3626b
P,3011pr9998,3011
P,21810pr0001,21810
R,2651,2650
R,6041,6040
P,3626bpr0292,3626b
P,3245cpr0211,3245c
P,87079pr0073,87079
R,3856,3853
M,99784,42445
P,14769pr0028,14769
R,7039b,132a
R,7039,132b
R,7039,132c
R,89908,86056
M,18575,32269
R,87562pr0001,90254
P,3626bpr0322,3626b
P,3626cpr9748,3626c
M,3484,48729a
P,4066pr0130,4066
P,30075pr0002,30075
T,47327pat0001,47327
P,2544pr0001,2544
P,6636pr0011,6636
P,2335pr0001,2335
P,3005pr9887,3005
P,973c27h01pr3209,973c27h01
A,973c27h01pr4202,973c27h01pr1580
P,upn0179pr0001,upn0179
B,54100,54779
P,upn0141c01pr0004,upn0141c01
A,15210,30258
P,30126pr0002,30126
P,50231pr0007,50231
M,61053,47296
R,42716,44309
T,30293pat0002,30293
P,30144pr0026,30144
T,47847pat0002,47847
P,16175pr0002,16175
P,59231pr0004,59231
T,88288pat0001,88288
P,3626bpr0061,3626b
P,3626cpr1738,3626c
P,3626bpr0853,3626b
P,2340pr0003,2340
P,3070bpr9929,3070b
P,upn0141c02pr0001,upn0141c02
P,upn0141c02pr0002,upn0141c02
P,970c03pr2423,970c03
P,3626cpr1673,3626c
P,3626cpr1649,3626c
P,90498pr0001,90498
P,3626cpr1762,3626c
P,3626cpr1560,3626c
M,upn0149c52,upn0149
P,16925c01pr0013,16925
P,3068bpr9854,3068b
P,3626cpr1650,3626c
P,31110pr9999,31110
R,4963,4962
T,53588pat0001,53588
A,792c02,792c01
M,19220,3962
B,18979a,18979
P,3626bpr0334,3626b
P,4066pr0113,4066
P,2587pr0023,2587
P,3626cpr1037,3626c
P,30363pr0010,30363
P,3626bpr0830,3626b
P,973c14h12pr5716,973c14h12
P,3037pr0019,3037
P,973c22h01pr6405,973c22h01
P,28592pr0001,28592
P,67095pr0016,67095
P,973c03h03pr5767,973c03h03
P,30408pr0010,30408
P,26603pr0107,26603
M,19185,56630
R,50859a,50862
P,24699pr0001,24699
P,87079pr0074,87079
P,2586pr0022,2586
P,970c14pr0968,970c14
P,87748pr0002,87748
R,3613,3614a
R,7039c,132a
R,7039b,132b
P,3001apr0004,3001a
R,7039c,132b
R,7039b,132c
P,95327pr0001,95327
P,4150pr0020,4150
A,2924b,2924a
P,42060pr0005,42060
P,973c03h03pr5775,973c03h03
P,3626cpr0013,3626c
T,47847pat0003,47847
P,16175pr0001,16175
P,3005pr9985,3005
P,685pr0005,685
P,59231pr0003,59231
P,973pb0070,3814
P,12886pr0001,12886
P,973c03h02pr5782,973c03h02
P,90498pr0002,90498
P,970c03pr0525,970c03
B,54101,54779
P,973c03h02pr5789,973c03h02
P,42022pr0003,42022
P,3626cpr1653,3626c
P,93219pr0006,93219
P,4197pr0008,4197
P,973c31h01pr4214,973c31h01
P,3005pr9980,3005
P,3626cpr1660,3626c
B,upn0193,case1030c01
B,upn0193,case1032c01
T,35809pat0001,35809
P,3068apr0003,3068a
R,64390,30046
T,57560pat0001,57560
B,792,792c01
B,18979b,18979
P,3626cpr1761,3626c
P,3068bpr0359,3068b
P,87079pr0301,87079
P,33009pr0006,33009
P,4345apr0003,4345a
P,3009pr0060,3009
P,970c05pr0118,970c05
P,4867pr0001,4867
P,50986pr0003,50986
P,3010pr9947,3010
P,3070bpr0091,3070b
P,973c27h01pr5797,973c27h01
P,3960pr9974,3960
P,3878pr0001,3878
P,970c24pr1145,970c24
P,14769pr1142,14769
P,98223pr0016,98223
P,26603pr0027,26603
P,3626bpr0162,3626b
P,3068bpr9853,3068b
P,4066pr0173,4066
P,3069bpr0132,3069b
P,26603pr0108,26603
P,41748pr0010,41748
P,3626bpr0146,3626b
P,3003pr0156,3003
P,22385pr0014,22385
P,3626bpr0704,3626b
P,92747pr0001,92747
P,upn0141c01pr0005,upn0141c01
P,75902pr0001,75902
P,87079pr0075,87079
P,18675pr0001,18675
P,3846pr0002,3846
R,7049bc01,35
P,90508pr0001,90508
P,80674pr0003,80674
M,upn0149c82,upn0149
P,3626cpr2409,3626c
R,242c01,132a
P,2528pr0004,2528
P,3626cpr2410,3626c
P,4198pr0001,4198
R,242c01,132b
R,7039c,132c
P,32533pr0685,32533
R,242c01,132c
P,3069bpr0040,3069b
P,3009pr0033,3009
R,42716,61481
P,3626bpr0631,3626b
P,3626cpr1081,3626c
T,51342pat0004,51342
P,3069bpr0065,3069b
P,3626cpr1812,3626c
P,973c03h03pr5850,973c03h03
P,3008pr0024,3008
R,4170,4171
T,64263pat0001,64263
R,3855,3853
P,30144pr0034,30144
P,98071pr0003,98071
P,3070bpr9924,3070b
P,973pb1247,3814
P,47759pr0007,47759
P,6309pr0129,6309
A,98549,30256
P,90398pr0005,90398
P,90398pr0008,90398
A,95227,2560
P,3684pr0001,3684
B,3814,11938
P,92198pr0020,92198
P,19729pr0066,19729
P,3626cpr1658,3626c
B,upn0191,case1030c01
B,794,792c01
M,15379,3873
P,3005pr9917,3005
P,26603pr0105,26603
P,3626bpr0063,3626b
P,15210pr0005,15210
P,3068bpr0262,3068b
P,1022Apr0139,1022A
P,1021Apr0073,1021A
P,3626bpr0274,3626b
P,3626bpr0145,3626b
P,3626cpr9900,3626c
P,3626cpr1711,3626c
P,1021Apr0074,1021A
P,3626cpr1706,3626c
P,3626cpr9902,3626c
P,3626cpr1686,3626c
P,30367cpr1015,30367c
M,2241c01pr0002,92820c01pr0002
P,3626cpr1675,3626c
P,1021Apr0075,1021A
P,970c14pr1140,970c14
P,970c14pr0394,970c14
P,3664pr0024,3664
P,3626bpr0662,3626b
P,1022Apr0201,1022A
P,3626cpr1077,3626c
P,3626bpr0724,3626b
P,3068bpr0125,3068b
P,3068bpr0129,3068b
P,3626bpr0633,3626b
P,3678bpr0079,3678b
P,4066pr0258,4066
P,4150pr0042,4150
P,3068bpr0309,3068b
P,973c27h01pr6403,973c27h01
P,69729pr0019,69729
P,3004pr9963,3004
P,95228pr0005,95228
P,3960pr0038,3960
P,3009apr0026,3009a
T,35809pat0002,35809
P,3001apr0005,3001a
P,93597pr0005,93597
M,98302,3475b
P,98223pr0015,98223
P,3194pr0002,3194
P,3626cpr1577,3626c
P,90397pr0001,90397
P,98071pr0004,98071
P,3626bpr0468,3626b
P,3626cpr0866,3626c
P,3067pr0001,3067
P,3004pr9980,3004
R,50859b,50862
P,3626bpr1551,3626b
R,7039,498
R,7039b,498
R,7039c,498
R,242c01,498
P,3626bpr1544,3626b
P,973pb0734,3814
R,98115,98114
T,61406pat0006,61406
P,973pr6,3814
P,3626cpr9858,3626c
P,3039pr9958,3039
R,384,4234
T,64263pat0002,64263
T,64263pat0003,64263
P,35526pr0002,35526
P,48933pr0004,48933
P,30600pr0004,30600
P,90398pr0006,90398
R,50956,50955
R,79417,79418
P,16925c01pr0146,16925
B,upn0191,case1032c01
R,2496,2655
B,795,792c01
P,3070bpr9927,3070b
P,66855pr0001,66855
P,3068bpr0079,3068b
P,3626cpr9769,3626c
P,3626bpr0719,3626b
P,3009pr0023,3009
R,42716,15413
P,2483pr0001,2483
R,2529,15627
R,2529,60594
R,2529,60598
P,64867pr0001,64867
P,16925c01pr0149,16925
P,66792pr0127,66792
P,3626cpr2049,3626c
P,3754pr0005,3754
P,3437pr0023,3437
P,30639pr0001,30639
P,98138pr0005,98138
P,2694pr0001,2694
P,3626bpr0150,3626b
P,2446pr0036,2446
P,3626bpr1095,3626b
P,3062bpr9966,3062b
P,30602pr0011,30602
P,3068bpr0154,3068b
P,3626bpr1011,3626b
P,3626bpr1138,3626b
P,3008pr0023,3008
P,30370pr0002,30370
P,3626bpr0693,3626b
P,3626bpr0856,3626b
P,3194pr0001,3194
P,18675pr0002,18675
P,3068bpr9720,3068b
P,42022pr0007,42022
P,98138pr0009,98138
A,3475a,3475b
P,11203pr0095,11203
R,93068pr0001,93539pr0001
T,98107pat0001,98107
T,51342pat0001,51342
T,54821pat0006,54821
R,70026,73696
P,6201pr0001,6201
P,3626bpr0801,3626b
R,70026,73697
P,3626bpr0270,3626b
P,3009apr0009,3009a
P,3626bpr1173,3626b
P,3069bpr0114,3069b
P,98072pr0003,98072
P,973pb0083,3814
P,3068bpr0497,3068b
P,90398pr0009,90398
P,90398pr0010,90398
P,3626cpr1667,3626c
P,3626cpr1672,3626c
P,3626cpr1651,3626c
P,3068bpr9910,3068b
T,64297pat0001,64297
B,792,792c02
P,92084pr0002,92084
P,3068bpr9719,3068b
P,2431pr0039,2431
P,98138pr0346,98138
P,3068bpr9718,3068b
P,47469pr0001,47469
B,64415,64414
B,973pa4,973c27h03pr0004
P,3626cpr1668,3626c
P,3003pr0006,3003
P,3069bpr0143,3069b
P,3626cpr1813,3626c
P,3245cpr0004,3245c
M,2241c01pr0022,92820c01pr0149
R,3613,3614b
P,87079pr9970,87079
P,3626cpr1704,3626c
P,87079pr9967,87079
P,973c31h01pr4901,973c31h01
P,3626cpr1703,3626c
P,15535pr0001,15535
P,3003pr0018,3003
P,3626bpr0142,3626b
M,2241c01pr0025,92820c01pr0201
P,3005pr9958,3005
P,973c01h01pr6404,973c01h01
P,87079pr9956,87079
P,3626cpr1702,3626c
P,3626bpr1089,3626b
P,970c27pr2424,970c27
P,3626cpr1669,3626c
P,3626cpr1671,3626c
P,2582pr0002,2582
P,3626bpr0578,3626b
P,90639pr0019,90639
P,87079pr9955,87079
P,3626bpr0880,3626b
P,3003pr0160,3003
P,3037pr0010,3037
P,3626bpr0765,3626b
P,3626cpr1589,3626c
P,3626cpr0858,3626c
P,3068bpr9909,3068b
P,1022Apr0140,1022A
P,1022Apr0141,1022A
P,3626cpr1587,3626c
P,41855pr0007,41855
P,3626bpr1540,3626b
P,3626bpr0285,3626b
P,3626bpr0491,3626b
P,3626bpr1552,3626b
P,87568pr0004,87568
B,4351,4350c01
B,4350,4350c01
P,2587pr0007,2587
P,3005pr9913,3005
P,3822pr0001,3822
P,3298pr0046,3298
T,98107pat0002,98107
T,53562pat0003,53562
R,73112,73696
R,73112,73697
T,6082pat0001,6082
P,309pr0003,309
P,98072pr0004,98072
P,22385pr0015,22385
P,973p6x,3814
P,40385pr0001,40385
P,3062bpr0024,3062b
R,87079pr0020,87079pr0019
P,92198pr0018,92198
P,19305pr0002,19305
P,13392pr0003,13392
B,793,792c02
P,3626bpr0811,3626b
P,973c31h03pr4178,973c31h03
P,973pb0581,3814
P,1022Apr0143,1022A
P,87079pr0014,87079
P,3069bpr0146,3069b
T,18396pat0002,18396
P,3069bpr0147,3069b
A,92593,41740
B,4180,4180c01
P,3626cpr1718,3626c
P,1022Apr0145,1022A
P,3626cpr1721,3626c
P,3626cpr1722,3626c
P,1022Apr0146,1022A
P,1022Apr0147,1022A
P,30649pr0002,30649
P,3626cpr1720,3626c
P,90397pr0006,90397
P,2408pr0002,2408
P,3626cpr1670,3626c
P,48933pr0006,48933
P,3039pr9992,3039
P,3005pr9901,3005
P,3245bpr0005,3245b
P,4150pr0023,4150
P,4066pr0181,4066
P,4066pr0157,4066
P,upn0063c01pr0001,upn0063c01
P,3626bpr0247,3626b
T,27062pat0001,27062
M,3626bpr0639,3626cpr0639
M,2241c01pr0020,92820c01pr0202
P,3062bpr0015,3062b
P,15500pr0001,15500
P,3626bpr0427,3626b
P,3626bpr0741,3626b
P,3626bpr0775,3626b
P,30261pr0010,30261
P,30602pr0031,30602
P,3024pr0003,3024
P,3626cpr0679,3626c
P,3626cpr2404,3626c
P,98138pr0007,98138
P,10312pr0004,10312
R,2529,60806
P,3437pr0067,3437
P,47543pr0007,47543
P,26603pr0031,26603
P,3941pr0002,3941
P,3068bpr0415,3068b
P,11203pr0009,11203
P,45449pr0008,45449
P,87079pr0032,87079
P,3626cpr2405,3626c
T,53562pat0006,53562
P,3626bpr0759,3626b
P,4744pr0016,4744
P,4744pr0017,4744
P,3009pr0018,3009
P,98068pr0003,98068
P,40387pr0001,40387
P,3068bpr0353,3068b
P,87079pr0067,87079
P,19303pr0002,19303
B,795,792c02
R,60607,15627
P,3003pr0029,3003
P,14769pr9996,14769
P,30489pr0002,30489
P,29988pr0008,29988
P,66792pr0125,66792
P,3068bpr0257,3068b
P,37352pr0017,37352
B,4180,4180c02
B,4180,4180c03
P,4740pr0017,4740
P,3626bpr0229,3626b
P,3626cpr1709,3626c
P,3626cpr1710,3626c
M,3626bpr0388,3626cpr0388
P,3068bpr9717,3068b
P,3069bpr0048,3069b
P,3070bpr9925,3070b
P,66855pr0004,66855
P,3626cpr1680,3626c
P,4150pr0019,4150
P,3070bpr9923,3070b
P,3626cpr1681,3626c
B,973pa5,973c16h01pr0005
P,3626cpr1688,3626c
P,3626cpr1687,3626c
P,4198pr9985,4198
P,3626cpr1693,3626c
P,3068bpr9716,3068b
P,3626cpr1691,3626c
P,3626cpr1690,3626c
P,28621pr3913,28621
P,970c22pr1297,970c22
P,3626cpr1642,3626c
P,3626cpr1692,3626c
P,3039pr0011,3039
P,3626cpr1694,3626c
P,27372pr0014,27372
P,31110pr0071,31110
P,19729pr0067,19729
P,970c24pr0386,970c24
P,3004pr0072,3004
P,3004pr0065,3004
P,3068bpr0118,3068b
P,30602pr0025,30602
P,90392pr0001,90392
P,3069bpr0364,3069b
P,3626bpr0335,3626b
P,30602pr0030,30602
P,45411pr0001,45411
P,45406pr0003,45406
P,973c27h01pr9998,973c27h01
P,16497pr0002,16497
P,3005pr0027,3005
P,3039pr0021,3039
P,87079pr0015,87079
P,30367bpr0009,30367b
A,3002b,3002
P,32533pr0143,32533
P,3622pr0059,3622
P,3003pr0025,3003
P,3626cpr9959,3626c
P,60207pr0001,60207
P,60601pr0004,60601
P,3068bpr9908,3068b
P,3626bpr1539,3626b
M,3626bpr0646,3626cpr0646
P,92084pr0001,92084
P,6309pr0133,6309
P,973c27h01pr1580,973c27h01
P,15068pr0052,15068
R,90203,90187c01pr0002
P,3626cpr1795,3626c
T,55706pat0001,55706
P,6180pr0006,6180
A,92088,92340
P,973pb1153,3814
P,14769pr1017,14769
P,3068bpr9907,3068b
P,3068bpr0499,3068b
P,970c34pr0117,970c34
P,3626cpr1674,3626c
P,67095pr0012,67095
B,792,792c03
T,85800pat0001,85800
P,973pb0573,3814
P,970c01pr0007,970c01
P,15068pr0020,15068
P,15625pr0006,15625
P,3068bpr0258,3068b
P,3068bpr0259,3068b
P,87610pr0005,87610
P,2431pr0186,2431
P,41855pr0001,41855
P,2654pr0008,2654
B,3135,3135c02
B,3135,3135c03
P,40374pr0002,40374
B,4180,4180c04
B,4180,4180c05
P,3626cpr2050,3626c
P,3069bpr0279,3069b
P,3626bpr0031,3626b
P,60225pr0001,60225
P,3068bpr9906,3068b
P,40373pr0005,40373
P,2431pr0068,2431
P,973c27h01pr9738,973c27h01
P,88930pr0007,88930
P,98133pr0006,98133
P,3068bpr0551,3068b
P,3068bpr0108,3068b
P,2431pr0031,2431
P,3003pr0057,3003
P,3626bpr9981,3626b
P,3645pr0003,3645
P,3626cpr9823,3626c
P,30375pr0004,30375
P,3298pr0005,3298
P,3068bpr9904,3068b
P,2586pr0014,2586
A,973c54h46pr0323,973c42h25pr2717
P,14769pr1150,14769
P,3857pr0001,3857
P,3626cpr2481,3626c
P,3899pr0007,3899
P,6256pr1002,6256
P,973c27h01pr5131,973c27h01
P,973c27h01pr2860,973c27h01
P,3626cpr0998,3626c
P,970c22pr1460,970c22
P,3003pr0024,3003
P,3008apr0030,3008a
P,90462pr0001,90462
P,3626bpr0368,3626b
P,3626bpr0435,3626b
P,18895pr0002,18895
P,3626bpr0567,3626b
P,3068bpr0158,3068b
P,3068bpr0217,3068b
P,3754pr0001,3754
P,98569pr0003,98569
P,3626bpr0763,3626b
P,1022Apr0148,1022A
P,3070bpr9922,3070b
P,970c23pr0378,970c23
P,47844pr0001,47844
P,3068bpr0032,3068b
P,1041Apr0001,1041A
P,33009pr0009,33009
P,3623pr0029,3623
P,41854pr0005,41854
R,90190,90187c01pr0002
T,55706pat0002,55706
A,6584,92340
P,90398pr0004,90398
P,98069pr0003,98069
P,3068bpr0247,3068b
P,6069pr0010,6069
P,98374pr0001,98374
B,793,792c03
B,795,792c03
P,3068bpr0324,3068b
T,63149pat0001,63149
P,973pb0419,3814
P,3068bpr0260,3068b
P,32171pr0025,32171
P,3626cpr1781,3626c
P,970c11pr0003,970c11
P,1041Apr0002,1041A
B,3135,3135c01
B,995,4180c05
B,996,4180c01
P,3005pr9966,3005
P,26393pr0001,26393
P,3626bpr9977,3626b
P,1041Apr0005,1041A
R,22394,22380
M,18866,30218
P,3070bpr9918,3070b
P,3626cpr1679,3626c
P,1041Apr0007,1041A
R,41680,41681
P,3626cpr1678,3626c
P,3068bpr0385,3068b
P,4346pr0003,4346
P,2335pr0031,2335
P,3626cpr1676,3626c
R,87079pr0015,87079pr0014
M,2241c01pr0182,92820c01pr0182
M,2241c01pr0017,92820c01pr0017
P,3626bpr0214,3626b
P,3626bpr0225,3626b
P,3626cpr1677,3626c
P,3437pr0055,3437
P,2582pr0004,2582
P,93070pr0001,93070
P,3010pr0067,3010
P,3068bpr0255,3068b
P,15875c01pr0008,15875
P,98138pr0034,98138
P,4150pr0026,4150
P,11640pr0001,11640
B,3081a,3081ac01
P,3003pr0021,3003
P,4066pr0104,4066
P,3626bpr0788,3626b
P,30144pr0022,30144
P,2431pr0020,2431
P,76371pr0209,76371
P,3003pr0010,3003
A,upn0151a,upn0151
B,458,568c02
P,3068bpr0006,3068b
P,3626bpr0680,3626b
P,3678bpr0006,3678b
P,41747pr0016,41747
P,3626bpr0920,3626b
R,47844,47843
P,3664pr0019,3664
P,3068bpr0350,3068b
P,6069pr0009,6069
P,47423pr0007,47423
P,4066pr9998,4066
P,3626bpr0581,3626b
P,87079pr0033,87079
P,3009pr0003,3009
P,3626bpr1545,3626b
P,3626bpr0545,3626b
P,32533pr0574,32533
R,90190,90187c01pr0001
T,55706pat0003,55706
P,1041Apr0008,1041A
P,3960pr0010,3960
P,3626cpr1652,3626c
P,3626cpr1654,3626c
P,973pb0890,3814
B,792,792c04
B,793,792c04
P,973pb0172,3814
B,3814,973c01h01
B,3814,973c31h03
P,clikupn0063pr0001,clikupn0063
P,66855pr0002,66855
B,3814,973c16h16
R,30395,30396
A,3002f,3002
B,3814,973c03h03
B,3814,973c08h25
P,30361cpr1013,30361c
B,3814,973c17h17
